"id","gender","current_age","retirement_age","birth_period","latitude","longitude","yearly_income","total_debt","credit_score","num_credit_cards","total_cards","max_credit_limit","darkweb_card_count","credit_card_count","debit_card_count","trans_year","total_transactions","total_amount","active_user","productive_user","having_debt"
41,"Male",38,70,"03-1981",43.08,-91.56,27183.0,58323.0,637,1,1,83.0,0,0,0,2015,0,0.0,0,1,1
807,"Female",52,71,"08-1967",42.77,-86.1,38487.0,49725.0,691,3,3,30903.0,0,0,1,2015,610,25860.01,1,1,1
1430,"Female",69,69,"04-1950",41.63,-93.74,33642.0,20874.0,593,5,5,25726.0,0,3,2,2015,708,43469.55,1,0,1
1873,"Female",51,67,"12-1968",31.84,-106.43,34302.0,84935.0,651,3,3,20042.0,0,1,1,2015,2275,88114.5,1,1,1
204,"Female",31,67,"09-1988",30.64,-97.68,42754.0,60172.0,656,1,1,18725.0,0,0,1,2015,0,0.0,0,1,1
424,"Female",24,69,"04-1995",40.29,-79.99,51045.0,127864.0,772,2,2,11100.0,0,1,1,2015,0,0.0,0,1,1
980,"Male",84,69,"08-1935",39.32,-76.72,24055.0,0.0,733,7,7,26819.0,0,2,5,2015,712,22421.05,1,0,0
1415,"Male",28,68,"12-1991",33.15,-117.17,45021.0,77559.0,689,1,1,6400.0,0,1,0,2015,0,0.0,0,1,1
600,"Male",18,55,"05-2001",39.96,-76.73,46878.0,60121.0,578,1,1,18373.0,0,0,1,2015,0,0.0,0,1,1
652,"Female",82,66,"09-1937",41.76,-72.61,22726.0,1692.0,784,6,6,21607.0,0,1,4,2015,1490,39279.18,1,0,1
1129,"Male",49,65,"04-1970",33.18,-117.29,34449.0,36540.0,686,3,3,18109.0,0,1,2,2015,1442,71478.39,1,1,1
885,"Male",36,66,"12-1983",36.67,-93.86,28334.0,0.0,700,3,3,9000.0,0,1,1,2015,1164,18245.56,1,1,0
1899,"Female",31,67,"08-1988",47.94,-122.0,57166.0,111755.0,737,2,2,29761.0,0,0,1,2015,719,20070.13,1,1,1
1369,"Female",59,67,"01-1961",39.35,-85.96,35854.0,49101.0,850,2,2,14716.0,0,1,1,2015,1754,44320.33,1,1,1
1057,"Female",39,71,"07-1980",33.2,-117.29,44958.0,91549.0,787,1,1,23395.0,0,0,1,2015,0,0.0,0,1,1
1302,"Female",62,72,"02-1958",36.42,-81.46,28988.0,13351.0,694,4,4,9883.0,0,1,2,2015,1095,56691.06,1,0,1
415,"Male",53,65,"05-1966",39.53,-83.43,33729.0,0.0,763,4,4,17527.0,0,2,2,2015,749,21500.97,1,1,0
83,"Male",31,69,"05-1988",38.29,-77.48,59455.0,96224.0,557,1,1,11600.0,0,1,0,2015,0,0.0,0,1,1
1093,"Male",18,70,"02-2002",40.64,-73.94,47543.0,124177.0,667,1,1,12600.0,0,1,0,2015,0,0.0,0,1,1
28,"Female",39,65,"04-1980",38.63,-77.26,54273.0,110237.0,789,4,4,29717.0,0,1,3,2015,715,44739.36,1,1,1
33,"Female",77,71,"06-1942",39.21,-119.71,38692.0,8902.0,596,5,5,13829.0,0,2,3,2015,1097,52474.29,1,0,1
1646,"Male",54,69,"11-1965",40.33,-79.83,29898.0,19719.0,714,5,5,12470.0,0,2,3,2015,966,24310.47,1,1,1
1847,"Female",22,60,"01-1998",28.18,-82.74,31443.0,52826.0,676,1,1,8700.0,0,1,0,2015,0,0.0,0,1,1
1152,"Male",43,65,"02-1977",37.94,-91.76,35538.0,71591.0,747,1,1,7200.0,0,1,0,2015,0,0.0,0,1,1
134,"Male",43,67,"12-1976",31.84,-106.43,50174.0,145300.0,643,4,4,27290.0,0,3,1,2015,788,42094.56,1,1,1
188,"Male",24,57,"06-1995",38.85,-77.29,87436.0,135294.0,845,2,2,41713.0,0,0,1,2015,0,0.0,0,1,1
220,"Female",33,67,"11-1986",38.1,-122.63,61846.0,12525.0,722,4,4,23500.0,0,2,1,2015,498,35063.21,1,1,1
1343,"Female",22,62,"07-1997",41.83,-87.68,24369.0,37437.0,575,4,4,12738.0,0,2,2,2015,0,0.0,0,1,1
1930,"Male",26,68,"10-1993",33.2,-97.75,44470.0,66413.0,721,3,3,15700.0,0,1,1,2015,0,0.0,0,1,1
1260,"Male",28,65,"12-1991",26.14,-80.13,42806.0,49194.0,712,3,3,11000.0,0,3,0,2015,726,19950.96,1,1,1
96,"Female",69,66,"12-1950",33.89,-117.78,99825.0,4344.0,685,4,4,24300.0,0,3,1,2015,3992,258501.3,1,0,1
1166,"Female",44,66,"05-1975",39.39,-84.56,39898.0,43630.0,682,3,3,23737.0,0,1,2,2015,1745,39191.09,1,1,1
1533,"Female",39,70,"12-1980",39.77,-86.14,49412.0,42378.0,830,3,3,27594.0,0,2,1,2015,936,63314.8,1,1,1
88,"Male",22,68,"08-1997",35.46,-86.08,33337.0,71679.0,712,1,1,4800.0,0,1,0,2015,0,0.0,0,1,1
1451,"Female",58,57,"04-1961",42.41,-70.99,17078.0,25245.0,719,4,4,34319.0,0,1,3,2015,2158,102906.91,1,1,1
57,"Female",28,66,"02-1992",32.33,-111.05,43826.0,84935.0,823,1,1,17614.0,0,0,1,2015,1251,49651.17,1,1,1
1335,"Female",51,66,"10-1968",33.56,-117.63,97845.0,255288.0,836,4,4,51133.0,0,0,2,2015,1336,84884.07,1,1,1
816,"Male",56,65,"02-1964",36.56,-82.19,36285.0,67244.0,759,5,5,13593.0,0,1,4,2015,711,29896.69,1,1,1
1081,"Female",31,60,"09-1988",39.69,-104.81,50666.0,102318.0,617,3,3,27377.0,0,2,1,2015,1851,78986.68,1,1,1
1385,"Female",51,68,"07-1968",44.96,-93.26,82298.0,182301.0,789,6,6,48489.0,0,1,4,2015,1382,107315.08,1,1,1
1125,"Male",25,71,"08-1994",30.51,-97.67,64917.0,102747.0,689,4,4,41040.0,0,2,2,2015,395,24606.79,1,1,1
1952,"Female",26,54,"07-1993",27.75,-82.64,36909.0,102869.0,821,1,1,13831.0,0,0,1,2015,0,0.0,0,1,1
1870,"Male",24,70,"06-1995",32.85,-117.2,71054.0,106595.0,767,2,2,39850.0,0,1,1,2015,0,0.0,0,1,1
1345,"Female",83,66,"09-1936",30.21,-90.92,16620.0,1140.0,804,8,8,21833.0,0,1,7,2015,1140,52406.97,1,0,1
1695,"Female",45,66,"12-1974",33.94,-117.99,57027.0,21798.0,709,4,4,20838.0,0,2,2,2015,617,41358.62,1,1,1
1906,"Male",18,71,"10-2001",41.26,-96.01,28950.0,61297.0,609,1,1,2721.0,0,0,1,2015,0,0.0,0,1,1
1985,"Female",50,69,"03-1969",34.06,-84.27,1426.0,3154.0,680,3,3,625.0,0,1,2,2015,1980,23179.37,1,1,1
1604,"Male",55,72,"11-1964",34.31,-89.93,31308.0,59817.0,742,7,7,20858.0,0,2,5,2015,2432,44091.06,1,1,1
1933,"Male",26,64,"05-1993",29.57,-81.21,29658.0,45750.0,589,2,2,2094.0,0,0,1,2015,0,0.0,0,1,1
649,"Male",48,65,"09-1971",41.5,-74.02,46408.0,0.0,847,7,7,46342.0,0,2,4,2015,1007,22288.56,1,1,0
1486,"Female",39,63,"04-1980",36.48,-81.05,23307.0,31064.0,789,1,1,9600.0,0,1,0,2015,651,16833.86,1,1,1
1744,"Female",31,69,"03-1988",35.78,-88.36,29433.0,61260.0,693,3,3,10025.0,0,1,2,2015,482,13661.66,1,1,1
1272,"Male",27,69,"06-1992",36.0,-115.04,61222.0,142541.0,779,1,1,8807.0,0,0,1,2015,0,0.0,0,1,1
400,"Female",46,68,"05-1973",30.17,-85.67,39770.0,72827.0,711,4,4,16687.0,0,1,2,2015,589,15337.16,1,1,1
1994,"Female",48,66,"09-1971",39.38,-119.87,78180.0,102759.0,740,3,3,23768.0,0,1,1,2015,1029,49777.63,1,1,1
572,"Male",29,67,"01-1991",29.95,-91.2,47317.0,42433.0,680,2,2,23157.0,0,0,1,2015,0,0.0,0,1,1
1442,"Male",41,58,"01-1979",43.01,-114.7,30432.0,101847.0,624,1,1,11986.0,0,0,1,2015,1351,65661.81,1,1,1
1853,"Male",39,70,"05-1980",40.34,-94.87,37165.0,0.0,771,3,3,12600.0,0,1,2,2015,832,29814.07,1,1,0
556,"Male",46,66,"12-1973",41.01,-81.6,36405.0,31815.0,715,2,2,23688.0,0,0,2,2015,1390,36198.61,1,1,1
1960,"Male",30,61,"12-1989",38.96,-76.85,47916.0,69567.0,612,1,1,69.0,0,0,0,2015,0,0.0,0,1,1
321,"Male",52,67,"05-1967",45.18,-89.7,40177.0,47012.0,698,4,4,23792.0,0,3,1,2015,805,25718.41,1,1,1
483,"Female",49,68,"02-1971",48.53,-122.31,39969.0,68456.0,713,3,3,13224.0,0,2,1,2015,563,24858.28,1,1,1
404,"Male",44,61,"09-1975",29.77,-82.48,44816.0,63043.0,625,1,1,10900.0,0,1,0,2015,0,0.0,0,1,1
1510,"Male",32,59,"01-1988",33.9,-118.0,50658.0,72806.0,764,2,2,11400.0,0,2,0,2015,0,0.0,1,1,1
916,"Male",21,68,"08-1998",36.04,-86.64,41260.0,80574.0,682,2,2,15847.0,0,0,2,2015,0,0.0,0,1,1
1635,"Male",54,58,"03-1965",40.68,-73.78,42332.0,75213.0,616,6,6,24876.0,0,1,5,2015,1129,28898.56,1,1,1
1384,"Female",74,67,"01-1946",38.53,-90.0,23011.0,30510.0,721,3,3,24617.0,0,1,2,2015,897,45228.05,1,0,1
943,"Male",64,61,"04-1955",40.2,-74.78,87317.0,41998.0,773,1,1,6600.0,0,1,0,2015,0,0.0,0,0,1
1236,"Female",72,65,"09-1947",38.86,-104.76,25243.0,18006.0,730,6,6,12223.0,0,1,5,2015,1111,25636.0,1,0,1
969,"Female",24,70,"02-1996",33.81,-117.79,58893.0,113715.0,666,3,3,19578.0,0,0,3,2015,0,0.0,0,1,1
508,"Male",24,69,"07-1995",39.75,-75.09,64319.0,0.0,757,3,3,24203.0,0,0,2,2015,0,0.0,0,1,0
496,"Male",47,63,"08-1972",32.76,-96.59,36319.0,44737.0,730,4,4,22516.0,0,2,2,2015,568,26039.75,1,1,1
450,"Male",39,66,"09-1980",37.07,-76.51,43192.0,33517.0,739,3,3,23687.0,0,0,3,2015,780,39877.11,1,1,1
1753,"Male",46,58,"02-1974",32.28,-90.0,45476.0,67636.0,506,1,1,25102.0,0,0,1,2015,800,41773.01,1,1,1
304,"Male",31,68,"08-1988",41.14,-104.79,41297.0,34703.0,685,2,2,13773.0,0,0,2,2015,0,0.0,0,1,1
839,"Female",45,63,"01-1975",41.63,-73.21,54384.0,69717.0,622,3,3,37192.0,0,1,2,2015,451,28828.35,1,1,1
138,"Female",43,68,"02-1977",40.77,-79.04,32770.0,103262.0,641,4,4,13325.0,0,2,2,2015,917,33230.04,1,1,1
43,"Female",26,66,"08-1993",33.99,-118.39,61104.0,79486.0,721,4,4,35702.0,0,3,1,2015,0,0.0,0,1,1
1187,"Male",55,67,"09-1964",44.78,-89.68,47334.0,87775.0,701,3,3,24389.0,0,1,1,2015,386,19060.05,1,1,1
849,"Female",67,69,"07-1952",39.95,-75.16,43828.0,60231.0,711,3,3,19080.0,0,0,3,2015,909,23039.87,1,0,1
654,"Female",47,69,"07-1972",39.14,-81.78,33883.0,50616.0,524,1,1,7600.0,0,1,0,2015,0,0.0,0,1,1
1898,"Male",44,72,"09-1975",32.35,-86.28,50993.0,75783.0,675,5,5,36412.0,0,1,4,2015,1207,51740.23,1,1,1
1971,"Male",48,66,"09-1971",43.45,-76.5,41690.0,69869.0,763,2,2,17474.0,0,0,2,2015,1006,34998.88,1,1,1
1020,"Female",29,66,"01-1991",42.03,-88.08,54122.0,166903.0,796,4,4,26317.0,0,2,2,2015,1757,81295.73,1,1,1
22,"Male",56,66,"03-1963",38.99,-76.88,53966.0,135478.0,747,1,1,13600.0,0,1,0,2015,0,0.0,1,1,1
436,"Female",20,65,"01-2000",40.32,-75.32,53569.0,79540.0,623,1,1,21540.0,0,0,1,2015,0,0.0,0,1,1
1823,"Male",67,70,"05-1952",33.27,-111.94,65362.0,27745.0,743,6,6,37468.0,0,2,3,2015,957,74000.75,1,0,1
589,"Male",58,72,"11-1961",40.55,-81.91,27035.0,58050.0,595,2,2,14094.0,0,0,2,2015,380,11825.95,1,1,1
49,"Male",38,74,"06-1981",40.81,-81.93,38663.0,59053.0,686,3,3,20311.0,0,0,3,2015,0,0.0,0,1,1
1350,"Female",22,65,"02-1998",33.84,-118.07,44740.0,103896.0,651,1,1,10015.0,0,0,1,2015,0,0.0,0,1,1
1525,"Female",43,70,"09-1976",29.88,-90.06,38994.0,0.0,728,4,4,8200.0,0,1,1,2015,1021,33891.08,1,1,0
69,"Female",54,67,"10-1965",40.52,-81.47,38318.0,93284.0,748,6,6,24425.0,0,3,3,2015,873,27998.58,1,1,1
234,"Female",42,73,"11-1977",32.76,-96.59,37623.0,923.0,726,6,6,12600.0,0,3,2,2015,862,45014.81,1,1,1
608,"Male",32,65,"10-1987",37.78,-121.99,2365.0,0.0,769,3,3,1044.0,0,0,2,2015,711,16415.3,1,1,0
1064,"Female",50,65,"12-1969",37.68,-122.43,48428.0,72566.0,654,1,1,58.0,0,0,0,2015,0,0.0,0,1,1
374,"Male",58,66,"11-1961",38.47,-121.44,31177.0,18859.0,689,5,5,18771.0,0,1,4,2015,804,32673.86,1,1,1
286,"Male",38,69,"10-1981",31.15,-88.55,38223.0,30756.0,725,4,4,23009.0,0,0,4,2015,755,18961.93,1,1,1
1419,"Female",53,64,"09-1966",33.74,-84.37,61490.0,116180.0,647,1,1,27320.0,0,0,1,2015,0,0.0,0,1,1
1435,"Female",41,78,"10-1978",34.06,-84.27,92017.0,157723.0,703,3,3,38837.0,0,1,2,2015,1859,78493.68,1,1,1
1683,"Male",43,69,"12-1976",31.84,-106.43,25109.0,92.0,850,3,3,13014.0,0,1,2,2015,0,0.0,0,1,1
727,"Male",44,68,"05-1975",38.63,-90.24,40522.0,81572.0,801,5,5,19086.0,0,3,2,2015,1100,30050.52,1,1,1
1150,"Male",46,67,"04-1973",32.83,-97.17,63030.0,93406.0,791,5,5,29486.0,0,3,2,2015,1607,66504.02,1,1,1
332,"Male",61,65,"07-1958",39.52,-85.77,37362.0,21600.0,703,4,4,29728.0,0,1,3,2015,1161,40372.78,1,0,1
487,"Male",52,68,"07-1967",42.66,-73.79,55059.0,162462.0,735,3,3,28790.0,0,1,2,2015,1184,79161.65,1,1,1
735,"Female",49,67,"12-1970",47.79,-122.2,67743.0,67132.0,752,3,3,34075.0,0,2,1,2015,0,0.0,0,1,1
137,"Female",33,65,"07-1986",36.33,-82.36,41069.0,64073.0,644,3,3,28179.0,0,1,2,2015,1834,94473.56,1,1,1
570,"Male",34,65,"09-1985",34.29,-83.83,32245.0,43097.0,625,1,1,19132.0,0,0,1,2015,939,32946.28,1,1,1
1121,"Female",44,68,"06-1975",32.78,-79.99,84365.0,113529.0,796,5,5,51951.0,0,2,3,2015,1661,86818.66,1,1,1
860,"Male",55,65,"02-1965",39.01,-77.02,62791.0,193215.0,692,4,4,39870.0,0,1,3,2015,1584,84136.51,1,1,1
518,"Male",31,61,"04-1988",44.06,-70.39,45433.0,91998.0,523,1,1,5900.0,0,1,0,2015,0,0.0,0,1,1
1203,"Male",36,62,"02-1984",43.42,-73.71,41537.0,128044.0,582,1,1,70.0,0,0,0,2015,415,13007.46,1,1,1
944,"Male",58,71,"10-1961",33.77,-118.34,119308.0,89328.0,789,6,6,130971.0,0,1,5,2015,1039,105468.62,1,1,1
388,"Female",25,66,"10-1994",28.92,-81.92,17310.0,21853.0,749,2,2,12606.0,0,0,2,2015,0,0.0,0,1,1
741,"Male",75,66,"09-1944",42.35,-71.06,41316.0,22629.0,826,1,1,20174.0,0,0,1,2015,0,0.0,0,0,1
1737,"Male",52,65,"03-1967",42.46,-82.94,37686.0,41173.0,739,4,4,27888.0,0,0,4,2015,1100,28984.73,1,1,1
1709,"Female",62,69,"03-1957",40.46,-96.37,35519.0,111115.0,744,1,1,13461.0,0,0,1,2015,625,23446.67,1,0,1
1018,"Female",90,71,"10-1929",29.57,-81.21,31805.0,614.0,755,6,6,17804.0,0,2,4,2015,1698,73904.77,1,0,1
275,"Female",43,58,"02-1977",29.56,-95.02,76288.0,120771.0,710,4,4,31873.0,0,2,2,2015,2020,102560.01,1,1,1
1367,"Female",49,67,"06-1970",44.52,-87.98,34255.0,36094.0,708,4,4,17405.0,0,1,1,2015,893,24729.61,1,1,1
1965,"Male",24,65,"01-1996",43.9,-123.02,37443.0,0.0,745,1,1,11200.0,0,1,0,2015,0,0.0,0,1,0
284,"Male",51,65,"04-1968",33.44,-111.76,50980.0,0.0,754,4,4,35684.0,0,0,3,2015,0,0.0,0,1,0
79,"Female",70,66,"10-1949",30.36,-87.17,29164.0,19851.0,625,4,4,23083.0,0,1,3,2015,658,30874.01,1,0,1
1515,"Female",77,67,"12-1942",40.34,-76.42,30457.0,19314.0,520,5,5,20165.0,0,3,1,2015,889,42323.83,1,0,1
1934,"Female",47,67,"01-1973",34.0,-118.3,27763.0,59691.0,691,1,1,6000.0,0,1,0,2015,0,0.0,0,1,1
9,"Male",29,60,"12-1990",32.63,-117.05,40988.0,89801.0,540,3,3,14670.0,0,1,2,2015,0,0.0,0,1,1
1964,"Male",68,64,"12-1951",35.64,-78.45,38637.0,30595.0,643,4,4,17367.0,0,2,2,2015,1177,45537.7,1,0,1
982,"Male",46,67,"10-1973",40.49,-74.48,66489.0,45974.0,729,4,4,28431.0,0,2,2,2015,0,0.0,0,1,1
1676,"Male",51,65,"12-1968",38.81,-94.45,50936.0,88447.0,681,3,3,17360.0,0,0,3,2015,1059,43506.19,1,1,1
1519,"Female",41,72,"03-1978",45.6,-108.68,40012.0,59472.0,849,4,4,19037.0,0,1,3,2015,1222,35062.27,1,1,1
1098,"Male",50,71,"03-1969",42.67,-95.3,34456.0,54634.0,752,4,4,16868.0,0,1,3,2015,5059,157328.83,1,1,1
554,"Male",59,67,"08-1960",29.66,-95.04,53357.0,114266.0,690,5,5,32676.0,0,1,3,2015,1313,65811.03,1,1,1
596,"Male",28,65,"11-1991",40.64,-73.94,34629.0,34484.0,721,3,3,10700.0,0,3,0,2015,601,24818.52,1,1,1
170,"Male",34,71,"09-1985",35.01,-97.37,36983.0,58895.0,768,4,4,16740.0,0,1,3,2015,770,37139.37,1,1,1
794,"Female",49,67,"11-1970",33.94,-118.2,29621.0,0.0,730,3,3,12501.0,0,0,2,2015,491,18021.32,1,1,0
1697,"Male",64,67,"06-1955",42.06,-83.97,41002.0,97188.0,685,6,6,18721.0,0,1,4,2015,1043,29568.34,1,0,1
573,"Male",52,69,"07-1967",33.79,-82.47,30011.0,84166.0,589,1,1,3400.0,0,1,0,2015,1332,26524.37,1,1,1
1715,"Female",32,72,"03-1987",42.27,-89.06,50137.0,90747.0,679,1,1,6824.0,0,0,1,2015,0,0.0,0,1,1
1607,"Male",21,66,"04-1998",32.91,-96.62,55166.0,70698.0,689,1,1,20700.0,0,1,0,2015,0,0.0,0,1,1
1026,"Male",84,70,"05-1935",36.52,-119.39,17016.0,691.0,714,4,4,6200.0,0,2,0,2015,1126,31532.75,1,0,1
1892,"Male",22,62,"07-1997",35.01,-97.33,32557.0,60053.0,637,2,2,318.0,0,0,1,2015,0,0.0,0,1,1
402,"Male",47,72,"06-1972",33.83,-83.89,43954.0,60913.0,744,3,3,20709.0,0,0,3,2015,1290,58619.79,1,1,1
1628,"Male",56,59,"02-1964",39.77,-86.14,63439.0,199706.0,786,2,2,17400.0,0,1,1,2015,0,0.0,0,1,1
553,"Male",73,65,"01-1947",37.78,-90.42,34067.0,17902.0,628,1,1,14475.0,0,0,1,2015,0,0.0,0,0,1
1551,"Male",47,70,"12-1972",40.15,-89.36,35699.0,63264.0,687,5,5,15967.0,0,1,2,2015,1472,99613.76,1,1,1
1672,"Male",28,70,"09-1991",41.45,-81.92,74644.0,204251.0,792,3,3,16100.0,0,1,1,2015,827,10653.7,1,1,1
426,"Female",26,65,"04-1993",42.9,-85.82,42348.0,6204.0,754,4,4,11265.0,0,1,3,2015,0,0.0,0,1,1
1135,"Female",89,69,"01-1931",33.84,-118.35,68010.0,0.0,704,7,7,33028.0,0,3,3,2015,1645,70867.32,1,0,0
1420,"Female",87,70,"08-1932",44.94,-93.1,60652.0,0.0,688,4,4,31800.0,0,1,3,2015,0,0.0,0,0,0
1589,"Female",39,70,"01-1981",34.02,-118.15,27494.0,44258.0,702,3,3,13064.0,0,0,3,2015,532,22702.34,1,1,1
1002,"Male",31,67,"04-1988",35.43,-118.83,38788.0,77448.0,716,1,1,15962.0,0,0,1,2015,407,19172.5,1,1,1
1411,"Female",57,66,"06-1962",41.92,-88.3,69007.0,52218.0,720,4,4,39598.0,0,1,3,2015,1277,62494.81,1,1,1
1654,"Male",43,66,"04-1976",41.47,-71.3,49328.0,6197.0,693,5,5,36502.0,0,4,1,2015,2830,129335.26,1,1,1
1330,"Female",65,61,"12-1954",34.4,-119.72,35404.0,30887.0,575,3,3,32557.0,0,0,3,2015,2025,83476.33,1,0,1
790,"Female",34,65,"03-1985",32.9,-116.89,46361.0,69620.0,743,2,2,23632.0,0,0,2,2015,1117,36971.41,1,1,1
552,"Male",54,66,"04-1965",29.67,-82.33,52538.0,132409.0,602,1,1,18627.0,0,0,1,2015,1434,61912.21,1,1,1
139,"Female",73,65,"01-1947",40.64,-73.94,31317.0,4591.0,687,4,4,20962.0,0,0,2,2015,0,0.0,0,0,1
1280,"Male",28,66,"10-1991",34.06,-117.79,32676.0,88515.0,641,1,1,6000.0,0,1,0,2015,0,0.0,0,1,1
883,"Male",33,60,"02-1987",45.53,-122.6,54333.0,103224.0,584,1,1,12500.0,0,1,0,2015,0,0.0,1,1,1
359,"Male",66,61,"07-1953",33.94,-83.99,57383.0,20725.0,799,4,4,31163.0,0,2,1,2015,1157,49369.0,1,0,1
1921,"Male",44,65,"03-1975",34.12,-83.22,32064.0,9833.0,709,3,3,8900.0,0,2,0,2015,800,29734.7,1,1,1
651,"Female",53,66,"05-1966",38.56,-76.07,34361.0,41375.0,643,1,1,5200.0,0,1,0,2015,0,0.0,0,1,1
557,"Male",59,54,"09-1960",33.97,-118.35,28245.0,13411.0,669,1,1,6090.0,0,0,1,2015,2085,63777.86,1,1,1
1071,"Male",26,69,"03-1993",44.07,-103.23,38363.0,63974.0,838,3,3,31072.0,0,1,1,2015,0,0.0,0,1,1
1175,"Male",93,69,"09-1926",40.84,-73.87,10782.0,346.0,770,7,7,10670.0,0,3,3,2015,0,0.0,0,0,1
1936,"Female",86,68,"07-1933",44.4,-73.0,35685.0,1135.0,714,5,5,34348.0,0,2,3,2015,938,38959.12,1,0,1
182,"Female",49,70,"02-1971",26.14,-81.79,50984.0,65126.0,616,2,2,20677.0,0,0,2,2015,0,0.0,0,1,1
468,"Female",48,65,"09-1971",41.65,-91.53,47374.0,35312.0,714,2,2,21900.0,0,1,1,2015,801,33020.51,1,1,1
1651,"Male",33,66,"03-1986",35.15,-89.75,56018.0,100163.0,739,2,2,25400.0,0,1,1,2015,1720,137916.8,1,1,1
1714,"Female",23,65,"06-1996",30.06,-95.38,73011.0,240352.0,794,2,2,20700.0,0,2,0,2015,0,0.0,0,1,1
1839,"Female",59,60,"06-1960",37.13,-85.96,27439.0,84665.0,631,1,1,15122.0,0,0,1,2015,0,0.0,0,1,1
1585,"Female",35,69,"11-1984",30.33,-81.65,42229.0,0.0,688,3,3,19197.0,0,0,3,2015,1813,66313.44,1,1,0
1245,"Female",54,58,"09-1965",37.43,-76.54,42900.0,111007.0,802,6,6,19955.0,0,2,3,2015,1109,34298.61,1,1,1
732,"Male",60,68,"08-1959",37.68,-97.34,39191.0,43396.0,756,6,6,18535.0,0,1,3,2015,643,28094.06,1,0,1
342,"Male",18,68,"06-2001",38.94,-77.19,128123.0,135808.0,699,1,1,61407.0,0,0,1,2015,0,0.0,0,1,1
476,"Male",68,71,"09-1951",40.93,-76.25,41473.0,98151.0,724,3,3,31535.0,0,1,2,2015,1936,68348.05,1,0,1
164,"Male",76,67,"08-1943",40.84,-84.33,37829.0,20185.0,658,4,4,28425.0,0,1,3,2015,843,29846.0,1,0,1
539,"Female",21,68,"08-1998",42.7,-84.55,34568.0,81953.0,765,1,1,4087.0,0,0,1,2015,0,0.0,0,1,1
40,"Male",71,74,"06-1948",39.92,-83.79,29243.0,30686.0,726,4,4,8200.0,0,1,2,2015,701,21299.94,1,0,1
1,"Female",43,74,"04-1976",30.44,-87.18,45360.0,14587.0,704,3,3,18105.0,0,2,1,2015,1070,35790.55,1,1,1
272,"Female",30,67,"08-1989",39.79,-75.14,53407.0,125586.0,767,3,3,14700.0,0,1,1,2015,0,0.0,0,1,1
521,"Female",21,70,"09-1998",34.06,-118.08,32829.0,44141.0,652,1,1,1680.0,0,0,1,2015,0,0.0,0,1,1
988,"Male",68,68,"04-1951",29.91,-90.05,39832.0,5377.0,785,4,4,18579.0,0,3,1,2015,799,42439.28,1,0,1
660,"Female",31,68,"09-1988",37.55,-77.46,44041.0,109159.0,680,2,2,16820.0,0,1,1,2015,725,19902.39,1,1,1
1381,"Male",79,68,"10-1940",41.69,-81.33,29517.0,2470.0,690,4,4,22964.0,0,1,3,2015,1835,63982.8,1,0,1
184,"Female",50,69,"04-1969",42.83,-89.07,43529.0,126175.0,797,6,6,20773.0,0,1,3,2015,650,30914.79,1,1,1
1183,"Male",53,66,"05-1966",38.31,-85.76,32820.0,23004.0,740,4,4,15441.0,0,1,3,2015,764,37086.45,1,1,1
905,"Male",69,73,"11-1950",37.55,-122.26,96901.0,182809.0,701,5,5,64321.0,0,1,3,2015,1171,85073.35,1,0,1
419,"Male",60,66,"11-1959",38.14,-120.45,33540.0,74530.0,734,5,5,18089.0,0,1,4,2015,1332,37735.45,1,0,1
239,"Male",26,68,"03-1993",44.88,-94.37,42201.0,138469.0,682,5,5,21449.0,0,1,3,2015,0,0.0,0,1,1
1241,"Female",40,69,"03-1979",40.43,-84.38,49396.0,39549.0,814,3,3,16500.0,0,1,2,2015,1475,120523.3,1,1,1
383,"Male",48,66,"09-1971",30.81,-92.65,34287.0,77180.0,760,3,3,13350.0,0,1,2,2015,691,24732.6,1,1,1
1816,"Female",39,69,"04-1980",40.47,-86.13,34241.0,79551.0,784,2,2,22648.0,0,1,1,2015,658,24772.1,1,1,1
1501,"Male",40,67,"02-1980",39.98,-82.98,36247.0,34079.0,712,3,3,25719.0,0,1,2,2015,0,0.0,0,1,1
497,"Male",63,65,"11-1956",43.54,-96.73,52380.0,8764.0,850,6,6,16681.0,0,5,1,2015,1099,51446.64,1,0,1
893,"Male",18,68,"02-2002",43.05,-74.34,34716.0,18962.0,850,3,3,17499.0,0,0,2,2015,0,0.0,0,1,1
44,"Male",85,67,"12-1934",43.48,-124.16,38194.0,1674.0,680,3,3,20015.0,0,1,2,2015,829,37162.66,1,0,1
661,"Male",64,67,"01-1956",40.68,-75.22,42831.0,59948.0,566,3,3,22789.0,0,1,2,2015,596,14844.65,1,0,1
939,"Female",80,59,"10-1939",40.04,-76.3,34819.0,2971.0,696,2,2,9000.0,0,2,0,2015,605,29105.48,1,0,1
947,"Male",63,71,"09-1956",40.64,-73.94,34637.0,12623.0,710,4,4,11344.0,0,0,2,2015,1450,72217.96,1,0,1
1749,"Female",50,61,"07-1969",42.39,-83.05,17657.0,21899.0,614,2,2,1213.0,0,0,1,2015,383,18757.3,1,1,1
385,"Male",79,65,"02-1941",32.23,-80.86,30434.0,23883.0,740,7,7,29219.0,0,1,6,2015,935,28333.63,1,0,1
67,"Female",23,65,"04-1996",47.22,-122.54,47639.0,0.0,732,2,2,17300.0,0,1,1,2015,0,0.0,0,1,0
1298,"Female",32,70,"12-1987",34.01,-118.2,25603.0,26348.0,729,2,2,10040.0,0,1,1,2015,710,21181.23,1,1,1
